rpt_month,rpt_year,rptsrc,age,n
6,2020,education,0,76
6,2020,education,1,97
6,2020,education,2,121
6,2020,education,3,151
6,2020,education,4,163
6,2020,education,5,219
6,2020,education,6,217
6,2020,education,7,203
6,2020,education,8,231
6,2020,education,9,213
6,2020,education,10,235
6,2020,education,11,194
6,2020,education,12,232
6,2020,education,13,241
6,2020,education,14,203
6,2020,education,15,240
6,2020,education,16,211
6,2020,education,17,173
6,2020,education,18,3
6,2020,education,NA,20
6,2020,medical,0,9048
6,2020,medical,1,1972
6,2020,medical,2,1799
6,2020,medical,3,1598
6,2020,medical,4,1454
6,2020,medical,5,1339
6,2020,medical,6,1165
6,2020,medical,7,1061
6,2020,medical,8,979
6,2020,medical,9,924
6,2020,medical,10,952
6,2020,medical,11,911
6,2020,medical,12,982
6,2020,medical,13,1044
6,2020,medical,14,988
6,2020,medical,15,1002
6,2020,medical,16,965
6,2020,medical,17,826
6,2020,medical,18,15
6,2020,medical,NA,71
6,2020,mental health,0,491
6,2020,mental health,1,380
6,2020,mental health,2,430
6,2020,mental health,3,498
6,2020,mental health,4,583
6,2020,mental health,5,639
6,2020,mental health,6,703
6,2020,mental health,7,699
6,2020,mental health,8,737
6,2020,mental health,9,776
6,2020,mental health,10,781
6,2020,mental health,11,860
6,2020,mental health,12,969
6,2020,mental health,13,1053
6,2020,mental health,14,1053
6,2020,mental health,15,1060
6,2020,mental health,16,931
6,2020,mental health,17,744
6,2020,mental health,18,25
6,2020,mental health,NA,70
6,2020,non-professional,0,7089
6,2020,non-professional,1,6886
6,2020,non-professional,2,7324
6,2020,non-professional,3,7360
6,2020,non-professional,4,7341
6,2020,non-professional,5,7142
6,2020,non-professional,6,6698
6,2020,non-professional,7,6420
6,2020,non-professional,8,6038
6,2020,non-professional,9,5799
6,2020,non-professional,10,5489
6,2020,non-professional,11,5324
6,2020,non-professional,12,5295
6,2020,non-professional,13,4970
6,2020,non-professional,14,4672
6,2020,non-professional,15,4338
6,2020,non-professional,16,3861
6,2020,non-professional,17,2855
6,2020,non-professional,18,97
6,2020,non-professional,NA,715
6,2020,police,0,4886
6,2020,police,1,4867
6,2020,police,2,4951
6,2020,police,3,4775
6,2020,police,4,4448
6,2020,police,5,4138
6,2020,police,6,3831
6,2020,police,7,3587
6,2020,police,8,3406
6,2020,police,9,3177
6,2020,police,10,3233
6,2020,police,11,3193
6,2020,police,12,3204
6,2020,police,13,3189
6,2020,police,14,3036
6,2020,police,15,2846
6,2020,police,16,2513
6,2020,police,17,1877
6,2020,police,18,37
6,2020,police,NA,147
6,2020,social services,0,3160
6,2020,social services,1,1429
6,2020,social services,2,1547
6,2020,social services,3,1475
6,2020,social services,4,1447
6,2020,social services,5,1403
6,2020,social services,6,1387
6,2020,social services,7,1355
6,2020,social services,8,1226
6,2020,social services,9,1221
6,2020,social services,10,1191
6,2020,social services,11,1219
6,2020,social services,12,1369
6,2020,social services,13,1334
6,2020,social services,14,1349
6,2020,social services,15,1315
6,2020,social services,16,1301
6,2020,social services,17,1019
6,2020,social services,18,43
6,2020,social services,NA,109
6,2020,substitute care ,0,52
6,2020,substitute care ,1,43
6,2020,substitute care ,2,53
6,2020,substitute care ,3,50
6,2020,substitute care ,4,79
6,2020,substitute care ,5,70
6,2020,substitute care ,6,49
6,2020,substitute care ,7,55
6,2020,substitute care ,8,34
6,2020,substitute care ,9,55
6,2020,substitute care ,10,63
6,2020,substitute care ,11,39
6,2020,substitute care ,12,49
6,2020,substitute care ,13,58
6,2020,substitute care ,14,70
6,2020,substitute care ,15,71
6,2020,substitute care ,16,64
6,2020,substitute care ,17,49
6,2020,substitute care ,18,4
6,2020,substitute care ,NA,5
6,2020,NA,0,486
6,2020,NA,1,352
6,2020,NA,2,378
6,2020,NA,3,390
6,2020,NA,4,418
6,2020,NA,5,383
6,2020,NA,6,371
6,2020,NA,7,350
6,2020,NA,8,339
6,2020,NA,9,311
6,2020,NA,10,311
6,2020,NA,11,310
6,2020,NA,12,273
6,2020,NA,13,255
6,2020,NA,14,273
6,2020,NA,15,248
6,2020,NA,16,219
6,2020,NA,17,167
6,2020,NA,18,5
6,2020,NA,NA,25
7,2016,medical,0,1
7,2016,medical,2,1
7,2016,non-professional,0,1
7,2016,police,0,3
7,2016,police,2,1
7,2016,social services,0,1
7,2017,day care,0,12
7,2017,day care,1,24
7,2017,day care,2,39
7,2017,day care,3,41
7,2017,day care,4,39
7,2017,day care,5,25
7,2017,day care,6,21
7,2017,day care,7,22
7,2017,day care,8,19
7,2017,day care,9,16
7,2017,day care,10,10
7,2017,day care,11,7
7,2017,day care,12,2
7,2017,day care,13,5
7,2017,day care,14,6
7,2017,day care,15,5
7,2017,day care,17,5
7,2017,day care,18,1
7,2017,education,0,11
7,2017,education,1,15
7,2017,education,2,14
7,2017,education,3,28
7,2017,education,4,35
7,2017,education,5,37
7,2017,education,6,45
7,2017,education,7,35
7,2017,education,8,31
7,2017,education,9,32
7,2017,education,10,28
7,2017,education,11,19
7,2017,education,12,24
7,2017,education,13,17
7,2017,education,14,17
7,2017,education,15,25
7,2017,education,16,20
7,2017,education,17,21
7,2017,education,18,1
7,2017,medical,0,1091
7,2017,medical,1,313
7,2017,medical,2,254
7,2017,medical,3,243
7,2017,medical,4,225
7,2017,medical,5,182
7,2017,medical,6,184
7,2017,medical,7,169
7,2017,medical,8,159
7,2017,medical,9,148
7,2017,medical,10,122
7,2017,medical,11,129
7,2017,medical,12,113
7,2017,medical,13,137
7,2017,medical,14,122
7,2017,medical,15,133
7,2017,medical,16,140
7,2017,medical,17,102
7,2017,medical,18,6
7,2017,medical,NA,9
7,2017,mental health,0,80
7,2017,mental health,1,64
7,2017,mental health,2,80
7,2017,mental health,3,88
7,2017,mental health,4,105
7,2017,mental health,5,122
7,2017,mental health,6,117
7,2017,mental health,7,128
7,2017,mental health,8,146
7,2017,mental health,9,170
7,2017,mental health,10,153
7,2017,mental health,11,147
7,2017,mental health,12,142
7,2017,mental health,13,163
7,2017,mental health,14,163
7,2017,mental health,15,174
7,2017,mental health,16,164
7,2017,mental health,17,108
7,2017,mental health,18,5
7,2017,mental health,NA,5
7,2017,non-professional,0,1094
7,2017,non-professional,1,1102
7,2017,non-professional,2,1157
7,2017,non-professional,3,1134
7,2017,non-professional,4,1179
7,2017,non-professional,5,1109
7,2017,non-professional,6,1030
7,2017,non-professional,7,1024
7,2017,non-professional,8,1042
7,2017,non-professional,9,1052
7,2017,non-professional,10,866
7,2017,non-professional,11,791
7,2017,non-professional,12,720
7,2017,non-professional,13,737
7,2017,non-professional,14,732
7,2017,non-professional,15,704
7,2017,non-professional,16,548
7,2017,non-professional,17,388
7,2017,non-professional,18,29
7,2017,non-professional,NA,93
7,2017,police,0,734
7,2017,police,1,763
7,2017,police,2,732
7,2017,police,3,705
7,2017,police,4,634
7,2017,police,5,616
7,2017,police,6,543
7,2017,police,7,529
7,2017,police,8,517
7,2017,police,9,494
7,2017,police,10,462
7,2017,police,11,414
7,2017,police,12,414
7,2017,police,13,395
7,2017,police,14,437
7,2017,police,15,395
7,2017,police,16,346
7,2017,police,17,249
7,2017,police,18,10
7,2017,police,NA,26
7,2017,social services,0,652
7,2017,social services,1,332
7,2017,social services,2,304
7,2017,social services,3,289
7,2017,social services,4,307
7,2017,social services,5,279
7,2017,social services,6,263
7,2017,social services,7,278
7,2017,social services,8,266
7,2017,social services,9,270
7,2017,social services,10,261
7,2017,social services,11,254
7,2017,social services,12,256
7,2017,social services,13,237
7,2017,social services,14,255
7,2017,social services,15,267
7,2017,social services,16,235
7,2017,social services,17,193
7,2017,social services,18,16
7,2017,social services,NA,30
7,2017,substitute care ,0,12
7,2017,substitute care ,1,8
7,2017,substitute care ,2,14
7,2017,substitute care ,3,13
7,2017,substitute care ,4,12
7,2017,substitute care ,5,16
7,2017,substitute care ,6,14
7,2017,substitute care ,7,16
7,2017,substitute care ,8,13
7,2017,substitute care ,9,15
7,2017,substitute care ,10,16
7,2017,substitute care ,11,13
7,2017,substitute care ,12,12
7,2017,substitute care ,13,13
7,2017,substitute care ,14,14
7,2017,substitute care ,15,17
7,2017,substitute care ,16,12
7,2017,substitute care ,17,16
7,2017,NA,0,161
7,2017,NA,1,122
7,2017,NA,2,129
7,2017,NA,3,117
7,2017,NA,4,124
7,2017,NA,5,114
7,2017,NA,6,119
7,2017,NA,7,105
7,2017,NA,8,131
7,2017,NA,9,127
7,2017,NA,10,101
7,2017,NA,11,102
7,2017,NA,12,86
7,2017,NA,13,81
7,2017,NA,14,87
7,2017,NA,15,87
7,2017,NA,16,73
7,2017,NA,17,62
7,2017,NA,18,5
7,2017,NA,NA,9
7,2018,day care,0,131
7,2018,day care,1,189
7,2018,day care,2,266
7,2018,day care,3,274
7,2018,day care,4,266
7,2018,day care,5,249
7,2018,day care,6,153
7,2018,day care,7,116
7,2018,day care,8,119
7,2018,day care,9,110
7,2018,day care,10,95
7,2018,day care,11,64
7,2018,day care,12,47
7,2018,day care,13,46
7,2018,day care,14,41
7,2018,day care,15,33
7,2018,day care,16,27
7,2018,day care,17,20
7,2018,day care,18,1
7,2018,day care,NA,7
7,2018,education,0,114
7,2018,education,1,145
7,2018,education,2,184
7,2018,education,3,247
7,2018,education,4,294
7,2018,education,5,307
7,2018,education,6,318
7,2018,education,7,295
7,2018,education,8,301
7,2018,education,9,288
7,2018,education,10,257
7,2018,education,11,253
7,2018,education,12,220
7,2018,education,13,200
7,2018,education,14,209
7,2018,education,15,217
7,2018,education,16,214
7,2018,education,17,184
7,2018,education,18,4
7,2018,education,NA,14
7,2018,medical,0,9597
7,2018,medical,1,2385
7,2018,medical,2,2196
7,2018,medical,3,1977
7,2018,medical,4,1720
7,2018,medical,5,1523
7,2018,medical,6,1479
7,2018,medical,7,1392
7,2018,medical,8,1221
7,2018,medical,9,1163
7,2018,medical,10,1156
7,2018,medical,11,1126
7,2018,medical,12,1081
7,2018,medical,13,1066
7,2018,medical,14,1064
7,2018,medical,15,1061
7,2018,medical,16,1033
7,2018,medical,17,846
7,2018,medical,18,27
7,2018,medical,NA,94
7,2018,mental health,0,559
7,2018,mental health,1,537
7,2018,mental health,2,550
7,2018,mental health,3,671
7,2018,mental health,4,743
7,2018,mental health,5,813
7,2018,mental health,6,896
7,2018,mental health,7,890
7,2018,mental health,8,939
7,2018,mental health,9,986
7,2018,mental health,10,1046
7,2018,mental health,11,1020
7,2018,mental health,12,1091
7,2018,mental health,13,1175
7,2018,mental health,14,1154
7,2018,mental health,15,1129
7,2018,mental health,16,1042
7,2018,mental health,17,827
7,2018,mental health,18,22
7,2018,mental health,NA,62
7,2018,non-professional,0,8559
7,2018,non-professional,1,8335
7,2018,non-professional,2,8727
7,2018,non-professional,3,8829
7,2018,non-professional,4,8823
7,2018,non-professional,5,8483
7,2018,non-professional,6,7989
7,2018,non-professional,7,7577
7,2018,non-professional,8,7375
7,2018,non-professional,9,7354
7,2018,non-professional,10,7100
7,2018,non-professional,11,6696
7,2018,non-professional,12,5940
7,2018,non-professional,13,5577
7,2018,non-professional,14,5118
7,2018,non-professional,15,4872
7,2018,non-professional,16,4334
7,2018,non-professional,17,3322
7,2018,non-professional,18,209
7,2018,non-professional,NA,785
7,2018,police,0,5571
7,2018,police,1,5353
7,2018,police,2,5597
7,2018,police,3,5501
7,2018,police,4,5007
7,2018,police,5,4549
7,2018,police,6,4345
7,2018,police,7,4058
7,2018,police,8,3722
7,2018,police,9,3825
7,2018,police,10,3476
7,2018,police,11,3458
7,2018,police,12,3290
7,2018,police,13,3191
7,2018,police,14,3082
7,2018,police,15,3007
7,2018,police,16,2792
7,2018,police,17,1989
7,2018,police,18,50
7,2018,police,NA,186
7,2018,social services,0,4079
7,2018,social services,1,2070
7,2018,social services,2,2078
7,2018,social services,3,2070
7,2018,social services,4,1944
7,2018,social services,5,1955
7,2018,social services,6,1851
7,2018,social services,7,1766
7,2018,social services,8,1789
7,2018,social services,9,1696
7,2018,social services,10,1670
7,2018,social services,11,1590
7,2018,social services,12,1499
7,2018,social services,13,1558
7,2018,social services,14,1624
7,2018,social services,15,1619
7,2018,social services,16,1563
7,2018,social services,17,1259
7,2018,social services,18,47
7,2018,social services,NA,153
7,2018,substitute care ,0,86
7,2018,substitute care ,1,68
7,2018,substitute care ,2,85
7,2018,substitute care ,3,99
7,2018,substitute care ,4,90
7,2018,substitute care ,5,104
7,2018,substitute care ,6,100
7,2018,substitute care ,7,87
7,2018,substitute care ,8,88
7,2018,substitute care ,9,83
7,2018,substitute care ,10,81
7,2018,substitute care ,11,66
7,2018,substitute care ,12,76
7,2018,substitute care ,13,68
7,2018,substitute care ,14,71
7,2018,substitute care ,15,79
7,2018,substitute care ,16,96
7,2018,substitute care ,17,78
7,2018,substitute care ,18,7
7,2018,substitute care ,NA,3
7,2018,NA,0,1207
7,2018,NA,1,939
7,2018,NA,2,875
7,2018,NA,3,919
7,2018,NA,4,942
7,2018,NA,5,867
7,2018,NA,6,813
7,2018,NA,7,808
7,2018,NA,8,775
7,2018,NA,9,787
7,2018,NA,10,753
7,2018,NA,11,729
7,2018,NA,12,676
7,2018,NA,13,604
7,2018,NA,14,603
7,2018,NA,15,521
7,2018,NA,16,511
7,2018,NA,17,305
7,2018,NA,18,6
7,2018,NA,NA,65
7,2019,day care,0,132
7,2019,day care,1,238
7,2019,day care,2,295
7,2019,day care,3,294
7,2019,day care,4,293
7,2019,day care,5,240
7,2019,day care,6,158
7,2019,day care,7,151
7,2019,day care,8,121
7,2019,day care,9,96
7,2019,day care,10,98
7,2019,day care,11,81
7,2019,day care,12,45
7,2019,day care,13,45
7,2019,day care,14,38
7,2019,day care,15,31
7,2019,day care,16,33
7,2019,day care,17,18
7,2019,day care,18,1
7,2019,day care,NA,15
7,2019,education,0,103
7,2019,education,1,147
7,2019,education,2,192
7,2019,education,3,254
7,2019,education,4,293
7,2019,education,5,330
7,2019,education,6,304
7,2019,education,7,299
7,2019,education,8,271
7,2019,education,9,271
7,2019,education,10,266
7,2019,education,11,248
7,2019,education,12,213
7,2019,education,13,217
7,2019,education,14,198
7,2019,education,15,228
7,2019,education,16,232
7,2019,education,17,171
7,2019,education,18,2
7,2019,education,NA,21
7,2019,medical,0,9999
7,2019,medical,1,2352
7,2019,medical,2,2074
7,2019,medical,3,1940
7,2019,medical,4,1880
7,2019,medical,5,1609
7,2019,medical,6,1411
7,2019,medical,7,1325
7,2019,medical,8,1238
7,2019,medical,9,1231
7,2019,medical,10,1193
7,2019,medical,11,1139
7,2019,medical,12,1165
7,2019,medical,13,1227
7,2019,medical,14,1195
7,2019,medical,15,1205
7,2019,medical,16,1093
7,2019,medical,17,922
7,2019,medical,18,16
7,2019,medical,NA,80
7,2019,mental health,0,598
7,2019,mental health,1,504
7,2019,mental health,2,562
7,2019,mental health,3,688
7,2019,mental health,4,738
7,2019,mental health,5,813
7,2019,mental health,6,873
7,2019,mental health,7,937
7,2019,mental health,8,914
7,2019,mental health,9,993
7,2019,mental health,10,1076
7,2019,mental health,11,1123
7,2019,mental health,12,1156
7,2019,mental health,13,1214
7,2019,mental health,14,1223
7,2019,mental health,15,1224
7,2019,mental health,16,1091
7,2019,mental health,17,883
7,2019,mental health,18,12
7,2019,mental health,NA,54
7,2019,non-professional,0,8511
7,2019,non-professional,1,8100
7,2019,non-professional,2,8319
7,2019,non-professional,3,8576
7,2019,non-professional,4,8440
7,2019,non-professional,5,8123
7,2019,non-professional,6,7778
7,2019,non-professional,7,7353
7,2019,non-professional,8,7149
7,2019,non-professional,9,6887
7,2019,non-professional,10,6762
7,2019,non-professional,11,6615
7,2019,non-professional,12,6231
7,2019,non-professional,13,5606
7,2019,non-professional,14,5294
7,2019,non-professional,15,5021
7,2019,non-professional,16,4357
7,2019,non-professional,17,3394
7,2019,non-professional,18,136
7,2019,non-professional,NA,867
7,2019,police,0,5651
7,2019,police,1,5479
7,2019,police,2,5568
7,2019,police,3,5426
7,2019,police,4,5063
7,2019,police,5,4724
7,2019,police,6,4336
7,2019,police,7,3982
7,2019,police,8,3834
7,2019,police,9,3670
7,2019,police,10,3776
7,2019,police,11,3544
7,2019,police,12,3603
7,2019,police,13,3433
7,2019,police,14,3263
7,2019,police,15,3278
7,2019,police,16,2838
7,2019,police,17,2132
7,2019,police,18,34
7,2019,police,NA,220
7,2019,social services,0,3851
7,2019,social services,1,2047
7,2019,social services,2,2011
7,2019,social services,3,2020
7,2019,social services,4,2025
7,2019,social services,5,1950
7,2019,social services,6,1966
7,2019,social services,7,1818
7,2019,social services,8,1736
7,2019,social services,9,1711
7,2019,social services,10,1789
7,2019,social services,11,1745
7,2019,social services,12,1726
7,2019,social services,13,1739
7,2019,social services,14,1744
7,2019,social services,15,1682
7,2019,social services,16,1629
7,2019,social services,17,1327
7,2019,social services,18,40
7,2019,social services,NA,173
7,2019,substitute care ,0,73
7,2019,substitute care ,1,74
7,2019,substitute care ,2,82
7,2019,substitute care ,3,112
7,2019,substitute care ,4,90
7,2019,substitute care ,5,100
7,2019,substitute care ,6,89
7,2019,substitute care ,7,83
7,2019,substitute care ,8,89
7,2019,substitute care ,9,83
7,2019,substitute care ,10,77
7,2019,substitute care ,11,93
7,2019,substitute care ,12,79
7,2019,substitute care ,13,73
7,2019,substitute care ,14,93
7,2019,substitute care ,15,110
7,2019,substitute care ,16,90
7,2019,substitute care ,17,77
7,2019,substitute care ,18,5
7,2019,substitute care ,NA,6
7,2019,NA,0,1086
7,2019,NA,1,843
7,2019,NA,2,855
7,2019,NA,3,783
7,2019,NA,4,835
7,2019,NA,5,772
7,2019,NA,6,736
7,2019,NA,7,789
7,2019,NA,8,709
7,2019,NA,9,686
7,2019,NA,10,665
7,2019,NA,11,658
7,2019,NA,12,658
7,2019,NA,13,551
7,2019,NA,14,560
7,2019,NA,15,532
7,2019,NA,16,440
7,2019,NA,17,301
7,2019,NA,18,3
7,2019,NA,NA,57
7,2020,day care,0,81
7,2020,day care,1,120
7,2020,day care,2,180
7,2020,day care,3,172
7,2020,day care,4,188
7,2020,day care,5,143
7,2020,day care,6,113
7,2020,day care,7,95
7,2020,day care,8,94
7,2020,day care,9,73
7,2020,day care,10,48
7,2020,day care,11,41
7,2020,day care,12,25
7,2020,day care,13,17
7,2020,day care,14,16
7,2020,day care,15,14
7,2020,day care,16,12
7,2020,day care,17,12
7,2020,day care,18,1
7,2020,day care,NA,6
7,2020,education,0,70
7,2020,education,1,86
7,2020,education,2,112
7,2020,education,3,132
7,2020,education,4,157
7,2020,education,5,154
7,2020,education,6,138
7,2020,education,7,134
7,2020,education,8,135
7,2020,education,9,123
7,2020,education,10,132
7,2020,education,11,122
7,2020,education,12,149
7,2020,education,13,156
7,2020,education,14,133
7,2020,education,15,167
7,2020,education,16,161
7,2020,education,17,132
7,2020,education,18,7
7,2020,education,NA,13
7,2020,medical,0,9144
7,2020,medical,1,1843
7,2020,medical,2,1788
7,2020,medical,3,1594
7,2020,medical,4,1466
7,2020,medical,5,1307
7,2020,medical,6,1223
7,2020,medical,7,1135
7,2020,medical,8,969
7,2020,medical,9,951
7,2020,medical,10,882
7,2020,medical,11,917
7,2020,medical,12,1024
7,2020,medical,13,1001
7,2020,medical,14,1047
7,2020,medical,15,1053
7,2020,medical,16,1007
7,2020,medical,17,869
7,2020,medical,18,21
7,2020,medical,NA,63
7,2020,mental health,0,442
7,2020,mental health,1,411
7,2020,mental health,2,428
7,2020,mental health,3,448
7,2020,mental health,4,509
7,2020,mental health,5,627
7,2020,mental health,6,628
7,2020,mental health,7,667
7,2020,mental health,8,678
7,2020,mental health,9,741
7,2020,mental health,10,767
7,2020,mental health,11,823
7,2020,mental health,12,979
7,2020,mental health,13,1017
7,2020,mental health,14,992
7,2020,mental health,15,992
7,2020,mental health,16,914
7,2020,mental health,17,769
7,2020,mental health,18,16
7,2020,mental health,NA,47
7,2020,non-professional,0,7102
7,2020,non-professional,1,6719
7,2020,non-professional,2,7080
7,2020,non-professional,3,7155
7,2020,non-professional,4,7182
7,2020,non-professional,5,7228
7,2020,non-professional,6,6609
7,2020,non-professional,7,6376
7,2020,non-professional,8,6059
7,2020,non-professional,9,5769
7,2020,non-professional,10,5610
7,2020,non-professional,11,5549
7,2020,non-professional,12,5430
7,2020,non-professional,13,5088
7,2020,non-professional,14,4821
7,2020,non-professional,15,4438
7,2020,non-professional,16,4045
7,2020,non-professional,17,2917
7,2020,non-professional,18,113
7,2020,non-professional,NA,671
7,2020,police,0,4964
7,2020,police,1,4645
7,2020,police,2,4829
7,2020,police,3,4754
7,2020,police,4,4443
7,2020,police,5,4148
7,2020,police,6,3965
7,2020,police,7,3472
7,2020,police,8,3423
7,2020,police,9,3286
7,2020,police,10,3223
7,2020,police,11,3138
7,2020,police,12,3307
7,2020,police,13,3162
7,2020,police,14,2988
7,2020,police,15,3040
7,2020,police,16,2786
7,2020,police,17,2022
7,2020,police,18,23
7,2020,police,NA,162
7,2020,social services,0,3059
7,2020,social services,1,1433
7,2020,social services,2,1397
7,2020,social services,3,1465
7,2020,social services,4,1380
7,2020,social services,5,1460
7,2020,social services,6,1423
7,2020,social services,7,1290
7,2020,social services,8,1234
7,2020,social services,9,1210
7,2020,social services,10,1244
7,2020,social services,11,1188
7,2020,social services,12,1287
7,2020,social services,13,1393
7,2020,social services,14,1313
7,2020,social services,15,1344
7,2020,social services,16,1285
7,2020,social services,17,983
7,2020,social services,18,36
7,2020,social services,NA,133
7,2020,substitute care ,0,51
7,2020,substitute care ,1,46
7,2020,substitute care ,2,49
7,2020,substitute care ,3,62
7,2020,substitute care ,4,69
7,2020,substitute care ,5,66
7,2020,substitute care ,6,62
7,2020,substitute care ,7,61
7,2020,substitute care ,8,56
7,2020,substitute care ,9,53
7,2020,substitute care ,10,45
7,2020,substitute care ,11,44
7,2020,substitute care ,12,48
7,2020,substitute care ,13,50
7,2020,substitute care ,14,59
7,2020,substitute care ,15,55
7,2020,substitute care ,16,75
7,2020,substitute care ,17,55
7,2020,substitute care ,18,3
7,2020,substitute care ,NA,1
7,2020,NA,0,450
7,2020,NA,1,347
7,2020,NA,2,370
7,2020,NA,3,356
7,2020,NA,4,360
7,2020,NA,5,351
7,2020,NA,6,319
7,2020,NA,7,348
7,2020,NA,8,297
7,2020,NA,9,343
7,2020,NA,10,247
7,2020,NA,11,287
7,2020,NA,12,275
7,2020,NA,13,278
7,2020,NA,14,286
7,2020,NA,15,275
7,2020,NA,16,232
7,2020,NA,17,180
7,2020,NA,18,9
7,2020,NA,NA,35
8,2016,medical,0,1
8,2016,medical,1,1
8,2016,non-professional,1,1
8,2016,non-professional,2,1
8,2016,police,0,3
8,2016,police,2,1
8,2016,police,4,1
8,2016,police,5,1
8,2016,social services,0,1
8,2017,day care,0,61
8,2017,day care,1,105
8,2017,day care,2,124
8,2017,day care,3,142
8,2017,day care,4,123
8,2017,day care,5,83
8,2017,day care,6,65
8,2017,day care,7,54
8,2017,day care,8,54
8,2017,day care,9,42
8,2017,day care,10,28
8,2017,day care,11,25
8,2017,day care,12,21
8,2017,day care,13,15
8,2017,day care,14,19
8,2017,day care,15,12
8,2017,day care,16,13
8,2017,day care,17,10
8,2017,day care,NA,7
8,2017,education,0,374
8,2017,education,1,392
8,2017,education,2,450
8,2017,education,3,601
8,2017,education,4,750
8,2017,education,5,1091
8,2017,education,6,1220
8,2017,education,7,1202
8,2017,education,8,1227
8,2017,education,9,1276
8,2017,education,10,1250
8,2017,education,11,1096
8,2017,education,12,1018
8,2017,education,13,1014
8,2017,education,14,942
8,2017,education,15,824
8,2017,education,16,843
8,2017,education,17,641
8,2017,education,18,14
8,2017,education,NA,48
8,2017,medical,0,3688
8,2017,medical,1,1113
8,2017,medical,2,977
8,2017,medical,3,896
8,2017,medical,4,793
8,2017,medical,5,693
8,2017,medical,6,621
8,2017,medical,7,627
8,2017,medical,8,597
8,2017,medical,9,547
8,2017,medical,10,562
8,2017,medical,11,496
8,2017,medical,12,498
8,2017,medical,13,515
8,2017,medical,14,523
8,2017,medical,15,518
8,2017,medical,16,480
8,2017,medical,17,411
8,2017,medical,18,10
8,2017,medical,NA,14
8,2017,mental health,0,226
8,2017,mental health,1,221
8,2017,mental health,2,248
8,2017,mental health,3,304
8,2017,mental health,4,364
8,2017,mental health,5,423
8,2017,mental health,6,426
8,2017,mental health,7,469
8,2017,mental health,8,464
8,2017,mental health,9,547
8,2017,mental health,10,509
8,2017,mental health,11,548
8,2017,mental health,12,540
8,2017,mental health,13,556
8,2017,mental health,14,545
8,2017,mental health,15,592
8,2017,mental health,16,585
8,2017,mental health,17,422
8,2017,mental health,18,10
8,2017,mental health,NA,33
8,2017,non-professional,0,3891
8,2017,non-professional,1,3938
8,2017,non-professional,2,4200
8,2017,non-professional,3,4033
8,2017,non-professional,4,4040
8,2017,non-professional,5,4010
8,2017,non-professional,6,3771
8,2017,non-professional,7,3627
8,2017,non-professional,8,3655
8,2017,non-professional,9,3469
8,2017,non-professional,10,3370
8,2017,non-professional,11,2891
8,2017,non-professional,12,2837
8,2017,non-professional,13,2720
8,2017,non-professional,14,2426
8,2017,non-professional,15,2413
8,2017,non-professional,16,2132
8,2017,non-professional,17,1623
8,2017,non-professional,18,78
8,2017,non-professional,NA,333
8,2017,police,0,2599
8,2017,police,1,2538
8,2017,police,2,2551
8,2017,police,3,2432
8,2017,police,4,2336
8,2017,police,5,2062
8,2017,police,6,2004
8,2017,police,7,1880
8,2017,police,8,1860
8,2017,police,9,1802
8,2017,police,10,1778
8,2017,police,11,1613
8,2017,police,12,1545
8,2017,police,13,1558
8,2017,police,14,1526
8,2017,police,15,1460
8,2017,police,16,1314
8,2017,police,17,945
8,2017,police,18,20
8,2017,police,NA,107
8,2017,social services,0,2041
8,2017,social services,1,1081
8,2017,social services,2,1018
8,2017,social services,3,993
8,2017,social services,4,941
8,2017,social services,5,993
8,2017,social services,6,940
8,2017,social services,7,922
8,2017,social services,8,948
8,2017,social services,9,912
8,2017,social services,10,864
8,2017,social services,11,816
8,2017,social services,12,846
8,2017,social services,13,861
8,2017,social services,14,851
8,2017,social services,15,877
8,2017,social services,16,904
8,2017,social services,17,666
8,2017,social services,18,25
8,2017,social services,NA,53
8,2017,substitute care ,0,28
8,2017,substitute care ,1,43
8,2017,substitute care ,2,37
8,2017,substitute care ,3,46
8,2017,substitute care ,4,47
8,2017,substitute care ,5,42
8,2017,substitute care ,6,40
8,2017,substitute care ,7,39
8,2017,substitute care ,8,44
8,2017,substitute care ,9,35
8,2017,substitute care ,10,34
8,2017,substitute care ,11,39
8,2017,substitute care ,12,32
8,2017,substitute care ,13,32
8,2017,substitute care ,14,43
8,2017,substitute care ,15,54
8,2017,substitute care ,16,28
8,2017,substitute care ,17,37
8,2017,substitute care ,18,2
8,2017,NA,0,542
8,2017,NA,1,443
8,2017,NA,2,465
8,2017,NA,3,458
8,2017,NA,4,408
8,2017,NA,5,419
8,2017,NA,6,422
8,2017,NA,7,376
8,2017,NA,8,369
8,2017,NA,9,411
8,2017,NA,10,367
8,2017,NA,11,313
8,2017,NA,12,324
8,2017,NA,13,295
8,2017,NA,14,294
8,2017,NA,15,288
8,2017,NA,16,282
8,2017,NA,17,168
8,2017,NA,NA,30
8,2018,day care,0,147
8,2018,day care,1,194
8,2018,day care,2,293
8,2018,day care,3,331
8,2018,day care,4,288
8,2018,day care,5,186
8,2018,day care,6,150
8,2018,day care,7,113
8,2018,day care,8,96
8,2018,day care,9,74
8,2018,day care,10,60
8,2018,day care,11,50
8,2018,day care,12,33
8,2018,day care,13,40
8,2018,day care,14,35
8,2018,day care,15,25
8,2018,day care,16,26
8,2018,day care,17,20
8,2018,day care,18,1
8,2018,day care,NA,20
8,2018,education,0,749
8,2018,education,1,902
8,2018,education,2,1039
8,2018,education,3,1372
8,2018,education,4,1800
